fips,label,cost
18161,"Union County, Indiana",2.23
18163,"Vanderburgh County, Indiana",2.128
18165,"Vermillion County, Indiana",2.05
18167,"Vigo County, Indiana",2.104
18169,"Wabash County, Indiana",2.167
18171,"Warren County, Indiana",2.136
18173,"Warrick County, Indiana",2.277
18175,"Washington County, Indiana",1.909
18177,"Wayne County, Indiana",2.026
18179,"Wells County, Indiana",2.097
18181,"White County, Indiana",2.151
18183,"Whitley County, Indiana",1.948
19001,"Adair County, Iowa",2.245
19003,"Adams County, Iowa",2.151
19005,"Allamakee County, Iowa",2.097
19007,"Appanoose County, Iowa",1.932
19009,"Audubon County, Iowa",2.175
19011,"Benton County, Iowa",2.222
19013,"Black Hawk County, Iowa",2.12
19015,"Boone County, Iowa",2.237
19017,"Bremer County, Iowa",2.323
19019,"Buchanan County, Iowa",2.214
19021,"Buena Vista County, Iowa",2.128
19023,"Butler County, Iowa",2.151
19025,"Calhoun County, Iowa",2.104
19027,"Carroll County, Iowa",2.245
19029,"Cass County, Iowa",2.112
19031,"Cedar County, Iowa",2.19
19033,"Cerro Gordo County, Iowa",2.167
19035,"Cherokee County, Iowa",2.19
19037,"Chickasaw County, Iowa",2.159
19039,"Clarke County, Iowa",2.253
19041,"Clay County, Iowa",2.237
19043,"Clayton County, Iowa",2.144
19045,"Clinton County, Iowa",2.057
19047,"Crawford County, Iowa",2.151
19049,"Dallas County, Iowa",2.277
19051,"Davis County, Iowa",1.971
19053,"Decatur County, Iowa",2.112
19055,"Delaware County, Iowa",2.144
19057,"Des Moines County, Iowa",2.097
19059,"Dickinson County, Iowa",2.206
19061,"Dubuque County, Iowa",2.237
19063,"Emmet County, Iowa",2.331
19065,"Fayette County, Iowa",2.151
19067,"Floyd County, Iowa",2.198
19069,"Franklin County, Iowa",2.183
19071,"Fremont County, Iowa",2.183
19073,"Greene County, Iowa",2.253
19075,"Grundy County, Iowa",2.12
19077,"Guthrie County, Iowa",2.261
19079,"Hamilton County, Iowa",2.198
19081,"Hancock County, Iowa",2.198
19083,"Hardin County, Iowa",2.159
19085,"Harrison County, Iowa",2.245
19087,"Henry County, Iowa",1.917
19089,"Howard County, Iowa",2.12
19091,"Humboldt County, Iowa",2.12
19093,"Ida County, Iowa",2.175
19095,"Iowa County, Iowa",2.237
19097,"Jackson County, Iowa",2.175
19099,"Jasper County, Iowa",2.23
19101,"Jefferson County, Iowa",2.018
19103,"Johnson County, Iowa",2.339
19105,"Jones County, Iowa",2.198
19107,"Keokuk County, Iowa",2.222
19109,"Kossuth County, Iowa",2.323
19111,"Lee County, Iowa",1.885
19113,"Linn County, Iowa",2.183
19115,"Louisa County, Iowa",2.214
19117,"Lucas County, Iowa",2.104
19119,"Lyon County, Iowa",2.237
19121,"Madison County, Iowa",2.253
19123,"Mahaska County, Iowa",2.183
19125,"Marion County, Iowa",2.23
19127,"Marshall County, Iowa",2.011
19129,"Mills County, Iowa",2.237
19131,"Mitchell County, Iowa",2.151
19133,"Monona County, Iowa",2.167
19135,"Monroe County, Iowa",2.018
19137,"Montgomery County, Iowa",2.112
19139,"Muscatine County, Iowa",2.018
19141,"O'Brien County, Iowa",2.19
19143,"Osceola County, Iowa",2.206
19145,"Page County, Iowa",2.206
19147,"Palo Alto County, Iowa",2.277
19149,"Plymouth County, Iowa",2.206
19151,"Pocahontas County, Iowa",2.128
19153,"Polk County, Iowa",2.261
19155,"Pottawattamie County, Iowa",2.097
19157,"Poweshiek County, Iowa",2.097
19159,"Ringgold County, Iowa",2.081
19161,"Sac County, Iowa",2.167
19163,"Scott County, Iowa",2.253
19165,"Shelby County, Iowa",2.12
19167,"Sioux County, Iowa",2.183
19169,"Story County, Iowa",2.292
19171,"Tama County, Iowa",2.12
19173,"Taylor County, Iowa",2.167
19175,"Union County, Iowa",2.136
19177,"Van Buren County, Iowa",1.956
19179,"Wapello County, Iowa",1.948
19181,"Warren County, Iowa",2.308
19183,"Washington County, Iowa",2.183
19185,"Wayne County, Iowa",1.948
19187,"Webster County, Iowa",2.011
19189,"Winnebago County, Iowa",2.237
19191,"Winneshiek County, Iowa",2.284
19193,"Woodbury County, Iowa",2.19
19195,"Worth County, Iowa",2.151
19197,"Wright County, Iowa",2.136
20001,"Allen County, Kansas",2.245
20003,"Anderson County, Kansas",2.363
20005,"Atchison County, Kansas",2.378
20007,"Barber County, Kansas",2.386
20009,"Barton County, Kansas",2.284
20011,"Bourbon County, Kansas",2.183
20013,"Brown County, Kansas",2.222
20015,"Butler County, Kansas",2.449
20017,"Chase County, Kansas",2.269
20019,"Chautauqua County, Kansas",2.284
20021,"Cherokee County, Kansas",2.042
20023,"Cheyenne County, Kansas",2.441
20025,"Clark County, Kansas",2.292
20027,"Clay County, Kansas",2.292
20029,"Cloud County, Kansas",2.245
20031,"Coffey County, Kansas",2.175
20033,"Comanche County, Kansas",2.386
20035,"Cowley County, Kansas",2.237
20037,"Crawford County, Kansas",2.081
20039,"Decatur County, Kansas",2.386
20041,"Dickinson County, Kansas",2.347
20043,"Doniphan County, Kansas",2.222
20045,"Douglas County, Kansas",2.488
20047,"Edwards County, Kansas",2.308
20049,"Elk County, Kansas",2.339
20051,"Ellis County, Kansas",2.433
20053,"Ellsworth County, Kansas",2.237
20055,"Finney County, Kansas",2.112
20057,"Ford County, Kansas",2.316
20059,"Franklin County, Kansas",2.339
20061,"Geary County, Kansas",2.237
20063,"Gove County, Kansas",2.441
20065,"Graham County, Kansas",2.433
20067,"Grant County, Kansas",2.097
20069,"Gray County, Kansas",2.175
20071,"Greeley County, Kansas",2.402
20073,"Greenwood County, Kansas",2.269
20075,"Hamilton County, Kansas",2.151
20077,"Harper County, Kansas",2.261
20079,"Harvey County, Kansas",2.386
20081,"Haskell County, Kansas",2.128
20083,"Hodgeman County, Kansas",2.183
20085,"Jackson County, Kansas",2.284
20087,"Jefferson County, Kansas",2.41
20089,"Jewell County, Kansas",2.237
20091,"Johnson County, Kansas",2.48
20093,"Kearny County, Kansas",2.112
20095,"Kingman County, Kansas",2.269
20097,"Kiowa County, Kansas",2.308
20099,"Labette County, Kansas",2.284
20101,"Lane County, Kansas",2.128
20103,"Leavenworth County, Kansas",2.261
20105,"Lincoln County, Kansas",2.19
20107,"Linn County, Kansas",2.277
20109,"Logan County, Kansas",2.402
20111,"Lyon County, Kansas",2.104
20113,"McPherson County, Kansas",2.441
20115,"Marion County, Kansas",2.277
20117,"Marshall County, Kansas",2.378
20119,"Meade County, Kansas",2.183
20121,"Miami County, Kansas",2.519
20123,"Mitchell County, Kansas",2.237
20125,"Montgomery County, Kansas",2.277
20127,"Morris County, Kansas",2.3
20129,"Morton County, Kansas",2.292
20131,"Nemaha County, Kansas",2.261
20133,"Neosho County, Kansas",2.198
20135,"Ness County, Kansas",2.23
20137,"Norton County, Kansas",2.378
20139,"Osage County, Kansas",2.277
20141,"Osborne County, Kansas",2.449
20143,"Ottawa County, Kansas",2.206
20145,"Pawnee County, Kansas",2.323
20147,"Phillips County, Kansas",2.425
20149,"Pottawatomie County, Kansas",2.206
20151,"Pratt County, Kansas",2.237
20153,"Rawlins County, Kansas",2.386
20155,"Reno County, Kansas",2.206
20157,"Republic County, Kansas",2.277
20159,"Rice County, Kansas",2.245
20161,"Riley County, Kansas",2.871
20163,"Rooks County, Kansas",2.417
20165,"Rush County, Kansas",2.339
20167,"Russell County, Kansas",2.386
20169,"Saline County, Kansas",2.19
20171,"Scott County, Kansas",2.151
20173,"Sedgwick County, Kansas",2.277
20175,"Seward County, Kansas",2.237
20177,"Shawnee County, Kansas",2.206
20179,"Sheridan County, Kansas",2.402
20181,"Sherman County, Kansas",2.449
20183,"Smith County, Kansas",2.237
20185,"Stafford County, Kansas",2.237
20187,"Stanton County, Kansas",2.159
20189,"Stevens County, Kansas",2.269
20191,"Sumner County, Kansas",2.323
20193,"Thomas County, Kansas",2.378
20195,"Trego County, Kansas",2.449
20197,"Wabaunsee County, Kansas",2.253
20199,"Wallace County, Kansas",2.394
20201,"Washington County, Kansas",2.535
20203,"Wichita County, Kansas",2.151
20205,"Wilson County, Kansas",2.245
20207,"Woodson County, Kansas",2.159
20209,"Wyandotte County, Kansas",2.23
21001,"Adair County, Kentucky",2.104
21003,"Allen County, Kentucky",2.245
21005,"Anderson County, Kentucky",2.144
21007,"Ballard County, Kentucky",2.144
21009,"Barren County, Kentucky",2.018
21011,"Bath County, Kentucky",2.167
21013,"Bell County, Kentucky",2.136
21015,"Boone County, Kentucky",2.237
21017,"Bourbon County, Kentucky",2.198
21019,"Boyd County, Kentucky",2.034
21021,"Boyle County, Kentucky",1.995
21023,"Bracken County, Kentucky",2.198
21025,"Breathitt County, Kentucky",2.214
21027,"Breckinridge County, Kentucky",2.065
21029,"Bullitt County, Kentucky",2.284
21031,"Butler County, Kentucky",2.065
21033,"Caldwell County, Kentucky",2.034
21035,"Calloway County, Kentucky",2.277
21037,"Campbell County, Kentucky",2.41
21039,"Carlisle County, Kentucky",2.089
21041,"Carroll County, Kentucky",1.971
21043,"Carter County, Kentucky",2.402
21045,"Casey County, Kentucky",2.042
21047,"Christian County, Kentucky",2.011
21049,"Clark County, Kentucky",2.214
21051,"Clay County, Kentucky",2.003
21053,"Clinton County, Kentucky",2.081
21055,"Crittenden County, Kentucky",2.026
21057,"Cumberland County, Kentucky",2.12
21059,"Daviess County, Kentucky",2.05
21061,"Edmonson County, Kentucky",2.065
21063,"Elliott County, Kentucky",2.167
21065,"Estill County, Kentucky",2.23
21067,"Fayette County, Kentucky",2.261
21069,"Fleming County, Kentucky",2.104
21071,"Floyd County, Kentucky",2.284
21073,"Franklin County, Kentucky",2.292
21075,"Fulton County, Kentucky",1.987
21077,"Gallatin County, Kentucky",2.214
21079,"Garrard County, Kentucky",2.144
21081,"Grant County, Kentucky",2.065
21083,"Graves County, Kentucky",1.94
21085,"Grayson County, Kentucky",1.995
21087,"Green County, Kentucky",2.097
21089,"Greenup County, Kentucky",2.269
21091,"Hancock County, Kentucky",2.097
21093,"Hardin County, Kentucky",2.065
21095,"Harlan County, Kentucky",2.089
21097,"Harrison County, Kentucky",2.261
21099,"Hart County, Kentucky",2.05
21101,"Henderson County, Kentucky",2.057
21103,"Henry County, Kentucky",2.175
21105,"Hickman County, Kentucky",2.065
21107,"Hopkins County, Kentucky",2.112
21109,"Jackson County, Kentucky",2.136
21111,"Jefferson County, Kentucky",2.269
21113,"Jessamine County, Kentucky",2.175
21115,"Johnson County, Kentucky",2.206
21117,"Kenton County, Kentucky",2.237
21119,"Knott County, Kentucky",2.19
21121,"Knox County, Kentucky",2.151
21123,"Larue County, Kentucky",2.081
21125,"Laurel County, Kentucky",2.026
21127,"Lawrence County, Kentucky",2.112
21129,"Lee County, Kentucky",2.144
21131,"Leslie County, Kentucky",2.136
21133,"Letcher County, Kentucky",2.12
21135,"Lewis County, Kentucky",2.073
21137,"Lincoln County, Kentucky",2.065
21139,"Livingston County, Kentucky",2.112
21141,"Logan County, Kentucky",2.112
21143,"Lyon County, Kentucky",2.05
21145,"McCracken County, Kentucky",2.151
21147,"McCreary County, Kentucky",2.065
21149,"McLean County, Kentucky",2.042
21151,"Madison County, Kentucky",2.253
21153,"Magoffin County, Kentucky",2.222
21155,"Marion County, Kentucky",2.089
21157,"Marshall County, Kentucky",2.19
21159,"Martin County, Kentucky",2.159
21161,"Mason County, Kentucky",2.073
21163,"Meade County, Kentucky",2.167
21165,"Menifee County, Kentucky",2.144
21167,"Mercer County, Kentucky",2.128
21169,"Metcalfe County, Kentucky",2.065
21171,"Monroe County, Kentucky",2.057
21173,"Montgomery County, Kentucky",2.112
21175,"Morgan County, Kentucky",2.167
21177,"Muhlenberg County, Kentucky",2.034
21179,"Nelson County, Kentucky",2.237
21181,"Nicholas County, Kentucky",2.136
21183,"Ohio County, Kentucky",1.979
21185,"Oldham County, Kentucky",2.331
21187,"Owen County, Kentucky",2.253
21189,"Owsley County, Kentucky",2.19
21191,"Pendleton County, Kentucky",2.253
21193,"Perry County, Kentucky",2.23
21195,"Pike County, Kentucky",2.175
21197,"Powell County, Kentucky",2.159
21199,"Pulaski County, Kentucky",2.003
21201,"Robertson County, Kentucky",2.081
21203,"Rockcastle County, Kentucky",2.073
21205,"Rowan County, Kentucky",2.167
21207,"Russell County, Kentucky",2.05
21209,"Scott County, Kentucky",2.355
21211,"Shelby County, Kentucky",2.277
21213,"Simpson County, Kentucky",2.23
21215,"Spencer County, Kentucky",2.261
21217,"Taylor County, Kentucky",2.097
21219,"Todd County, Kentucky",2.104
21221,"Trigg County, Kentucky",2.12
21223,"Trimble County, Kentucky",2.081
21225,"Union County, Kentucky",2.097
21227,"Warren County, Kentucky",2.089
21229,"Washington County, Kentucky",2.097
21231,"Wayne County, Kentucky",2.034
21233,"Webster County, Kentucky",2.05
21235,"Whitley County, Kentucky",2.159
21237,"Wolfe County, Kentucky",2.167
21239,"Woodford County, Kentucky",2.449
22001,"Acadia Parish, Louisiana",2.277
22003,"Allen Parish, Louisiana",2.042
22005,"Ascension Parish, Louisiana",2.48
22007,"Assumption Parish, Louisiana",2.308
22009,"Avoyelles Parish, Louisiana",2.159
22011,"Beauregard Parish, Louisiana",2.151
22013,"Bienville Parish, Louisiana",2.198
22015,"Bossier Parish, Louisiana",2.159
22017,"Caddo Parish, Louisiana",2.222
22019,"Calcasieu Parish, Louisiana",2.214
22021,"Caldwell Parish, Louisiana",2.12
22023,"Cameron Parish, Louisiana",2.183
22025,"Catahoula Parish, Louisiana",2.097
22027,"Claiborne Parish, Louisiana",2.198
22029,"Concordia Parish, Louisiana",2.183
22031,"De Soto Parish, Louisiana",2.151
22033,"East Baton Rouge Parish, Louisiana",2.339
22035,"East Carroll Parish, Louisiana",2.183
22037,"East Feliciana Parish, Louisiana",2.323
22039,"Evangeline Parish, Louisiana",2.277
22041,"Franklin Parish, Louisiana",2.042
22043,"Grant Parish, Louisiana",2.23
22045,"Iberia Parish, Louisiana",2.206
22047,"Iberville Parish, Louisiana",2.284
22049,"Jackson Parish, Louisiana",2.151
22051,"Jefferson Parish, Louisiana",2.425
22053,"Jefferson Davis Parish, Louisiana",2.269
22055,"Lafayette Parish, Louisiana",2.464
22057,"Lafourche Parish, Louisiana",2.261
22059,"LaSalle Parish, Louisiana",2.057
22061,"Lincoln Parish, Louisiana",2.292
22063,"Livingston Parish, Louisiana",2.277
22065,"Madison Parish, Louisiana",2.151
22067,"Morehouse Parish, Louisiana",2.026
22069,"Natchitoches Parish, Louisiana",2.237
22071,"Orleans Parish, Louisiana",2.589
22073,"Ouachita Parish, Louisiana",2.245
22075,"Plaquemines Parish, Louisiana",2.198
22077,"Pointe Coupee Parish, Louisiana",2.37
22079,"Rapides Parish, Louisiana",2.042
22081,"Red River Parish, Louisiana",2.19
22083,"Richland Parish, Louisiana",2.183
22085,"Sabine Parish, Louisiana",2.206
22087,"St. Bernard Parish, Louisiana",2.441
22089,"St. Charles Parish, Louisiana",2.558
22091,"St. Helena Parish, Louisiana",2.331
22093,"St. James Parish, Louisiana",2.433
22095,"St. John the Baptist Parish, Louisiana",2.433
22097,"St. Landry Parish, Louisiana",2.183
22099,"St. Martin Parish, Louisiana",2.378
22101,"St. Mary Parish, Louisiana",2.222
22103,"St. Tammany Parish, Louisiana",2.511
22105,"Tangipahoa Parish, Louisiana",2.331
22107,"Tensas Parish, Louisiana",2.144
22109,"Terrebonne Parish, Louisiana",2.136
22111,"Union Parish, Louisiana",2.222
22113,"Vermilion Parish, Louisiana",2.23
22115,"Vernon Parish, Louisiana",2.198
22117,"Washington Parish, Louisiana",2.23
22119,"Webster Parish, Louisiana",2.167
22121,"West Baton Rouge Parish, Louisiana",2.386
22123,"West Carroll Parish, Louisiana",2.089
22125,"West Feliciana Parish, Louisiana",2.316
22127,"Winn Parish, Louisiana",2.104
23001,"Androscoggin County, Maine",2.589
23003,"Aroostook County, Maine",2.597
23005,"Cumberland County, Maine",2.793
23007,"Franklin County, Maine",2.636
23009,"Hancock County, Maine",2.832
23011,"Kennebec County, Maine",2.582
23013,"Knox County, Maine",2.855
23015,"Lincoln County, Maine",2.996
23017,"Oxford County, Maine",2.535
23019,"Penobscot County, Maine",2.543
23021,"Piscataquis County, Maine",2.683
23023,"Sagadahoc County, Maine",3.028
23025,"Somerset County, Maine",2.41
23027,"Waldo County, Maine",2.918
23029,"Washington County, Maine",2.589
23031,"York County, Maine",2.793
24001,"Allegany County, Maryland",2.433
24003,"Anne Arundel County, Maryland",2.417
24005,"Baltimore County, Maryland",2.394
24009,"Calvert County, Maryland",2.769
24011,"Caroline County, Maryland",2.378
24013,"Carroll County, Maryland",2.613
24015,"Cecil County, Maryland",2.323
24017,"Charles County, Maryland",2.386
24019,"Dorchester County, Maryland",2.355
24021,"Frederick County, Maryland",2.441
24023,"Garrett County, Maryland",2.41
24025,"Harford County, Maryland",2.496
24027,"Howard County, Maryland",2.715
24029,"Kent County, Maryland",2.425
24031,"Montgomery County, Maryland",2.73
24033,"Prince George's County, Maryland",2.331
24035,"Queen Anne's County, Maryland",2.887
24037,"St. Mary's County, Maryland",2.48
24039,"Somerset County, Maryland",2.253
24041,"Talbot County, Maryland",2.762
24043,"Washington County, Maryland",2.308
24045,"Wicomico County, Maryland",2.316
24047,"Worcester County, Maryland",2.629
24510,"Baltimore city, Maryland",2.425
25001,"Barnstable County, Massachusetts",2.996
25003,"Berkshire County, Massachusetts",2.848
25005,"Bristol County, Massachusetts",2.488
25007,"Dukes County, Massachusetts",2.691
25009,"Essex County, Massachusetts",2.613
25011,"Franklin County, Massachusetts",2.652
25013,"Hampden County, Massachusetts",2.363
25015,"Hampshire County, Massachusetts",2.785
25017,"Middlesex County, Massachusetts",2.73
25019,"Nantucket County, Massachusetts",2.644
25021,"Norfolk County, Massachusetts",2.636
25023,"Plymouth County, Massachusetts",2.785
25025,"Suffolk County, Massachusetts",2.785
25027,"Worcester County, Massachusetts",2.574
26001,"Alcona County, Michigan",2.269
26003,"Alger County, Michigan",2.355
26005,"Allegan County, Michigan",2.128
26007,"Alpena County, Michigan",2.277
26009,"Antrim County, Michigan",2.519
26011,"Arenac County, Michigan",2.175
26013,"Baraga County, Michigan",2.394
26015,"Barry County, Michigan",2.206
26017,"Bay County, Michigan",2.167
26019,"Benzie County, Michigan",2.253
26021,"Berrien County, Michigan",2.144
26023,"Branch County, Michigan",1.979
26025,"Calhoun County, Michigan",2.136
26027,"Cass County, Michigan",2.331
26029,"Charlevoix County, Michigan",2.644
26031,"Cheboygan County, Michigan",2.237
26033,"Chippewa County, Michigan",2.167
26035,"Clare County, Michigan",2.034
26037,"Clinton County, Michigan",2.41
26039,"Crawford County, Michigan",2.269
26041,"Delta County, Michigan",2.308
26043,"Dickinson County, Michigan",2.363
26045,"Eaton County, Michigan",2.237
26047,"Emmet County, Michigan",2.237
26049,"Genesee County, Michigan",2.183
26051,"Gladwin County, Michigan",2.316
26053,"Gogebic County, Michigan",2.222
26055,"Grand Traverse County, Michigan",2.347
26057,"Gratiot County, Michigan",2.097
26059,"Hillsdale County, Michigan",1.995
26061,"Houghton County, Michigan",2.402
26063,"Huron County, Michigan",2.206
26065,"Ingham County, Michigan",2.339
26067,"Ionia County, Michigan",2.198
26069,"Iosco County, Michigan",2.316
26071,"Iron County, Michigan",2.23
26073,"Isabella County, Michigan",2.089
26075,"Jackson County, Michigan",2.128
26077,"Kalamazoo County, Michigan",2.214
26079,"Kalkaska County, Michigan",2.261
26081,"Kent County, Michigan",2.253
26083,"Keweenaw County, Michigan",2.394
26085,"Lake County, Michigan",2.018
26087,"Lapeer County, Michigan",2.284
26089,"Leelanau County, Michigan",3.872
26091,"Lenawee County, Michigan",2.003
26093,"Livingston County, Michigan",2.316
26095,"Luce County, Michigan",2.245
26097,"Mackinac County, Michigan",2.245
26099,"Macomb County, Michigan",2.277
26101,"Manistee County, Michigan",2.363
26103,"Marquette County, Michigan",2.417
26105,"Mason County, Michigan",1.987
26107,"Mecosta County, Michigan",2.011
26109,"Menominee County, Michigan",2.582
26111,"Midland County, Michigan",2.245
26113,"Missaukee County, Michigan",2.23
26115,"Monroe County, Michigan",2.261
26117,"Montcalm County, Michigan",2.222
26119,"Montmorency County, Michigan",2.269
26121,"Muskegon County, Michigan",2.151
26123,"Newaygo County, Michigan",2.011
26125,"Oakland County, Michigan",2.355
26127,"Oceana County, Michigan",2.136
26129,"Ogemaw County, Michigan",2.198
26131,"Ontonagon County, Michigan",2.253
26133,"Osceola County, Michigan",1.878
26135,"Oscoda County, Michigan",2.269
26137,"Otsego County, Michigan",2.253
26139,"Ottawa County, Michigan",2.23
26141,"Presque Isle County, Michigan",2.253
26143,"Roscommon County, Michigan",2.253
26145,"Saginaw County, Michigan",2.136
26147,"St. Clair County, Michigan",2.175
26149,"St. Joseph County, Michigan",2.018
26151,"Sanilac County, Michigan",2.128
26153,"Schoolcraft County, Michigan",2.316
26155,"Shiawassee County, Michigan",2.042
26157,"Tuscola County, Michigan",2.05
26159,"Van Buren County, Michigan",2.018
26161,"Washtenaw County, Michigan",2.456
26163,"Wayne County, Michigan",2.253
26165,"Wexford County, Michigan",2.011
27001,"Aitkin County, Minnesota",2.323
27003,"Anoka County, Minnesota",2.253
27005,"Becker County, Minnesota",2.41
27007,"Beltrami County, Minnesota",2.308
27009,"Benton County, Minnesota",2.519
27011,"Big Stone County, Minnesota",2.347
27013,"Blue Earth County, Minnesota",2.245
27015,"Brown County, Minnesota",2.323
27017,"Carlton County, Minnesota",2.355
27019,"Carver County, Minnesota",3.098
27021,"Cass County, Minnesota",2.206
27023,"Chippewa County, Minnesota",2.112
27025,"Chisago County, Minnesota",2.425
27027,"Clay County, Minnesota",2.292
27029,"Clearwater County, Minnesota",2.339
27031,"Cook County, Minnesota",2.378
27033,"Cottonwood County, Minnesota",2.261
27035,"Crow Wing County, Minnesota",2.269
27037,"Dakota County, Minnesota",2.464
27039,"Dodge County, Minnesota",2.417
27041,"Douglas County, Minnesota",2.034
27043,"Faribault County, Minnesota",2.237
27045,"Fillmore County, Minnesota",2.261
27047,"Freeborn County, Minnesota",2.378
27049,"Goodhue County, Minnesota",2.511
27051,"Grant County, Minnesota",2.136
27053,"Hennepin County, Minnesota",2.535
27055,"Houston County, Minnesota",2.292
27057,"Hubbard County, Minnesota",2.308
27059,"Isanti County, Minnesota",2.12
27061,"Itasca County, Minnesota",2.323
27063,"Jackson County, Minnesota",2.23
27065,"Kanabec County, Minnesota",2.292
27067,"Kandiyohi County, Minnesota",2.057
27069,"Kittson County, Minnesota",2.3
27071,"Koochiching County, Minnesota",2.331
27073,"Lac qui Parle County, Minnesota",2.284
27075,"Lake County, Minnesota",2.394
27077,"Lake of the Woods County, Minnesota",2.308
27079,"Le Sueur County, Minnesota",2.378
27081,"Lincoln County, Minnesota",2.378
27083,"Lyon County, Minnesota",2.308
27085,"McLeod County, Minnesota",2.402
27087,"Mahnomen County, Minnesota",2.308
27089,"Marshall County, Minnesota",2.292
27091,"Martin County, Minnesota",2.363
27093,"Meeker County, Minnesota",2.3
27095,"Mille Lacs County, Minnesota",2.253
27097,"Morrison County, Minnesota",2.37
27099,"Mower County, Minnesota",1.995
27101,"Murray County, Minnesota",2.222
27103,"Nicollet County, Minnesota",2.668
27105,"Nobles County, Minnesota",2.097
27107,"Norman County, Minnesota",2.323
27109,"Olmsted County, Minnesota",2.253
27111,"Otter Tail County, Minnesota",2.284
27113,"Pennington County, Minnesota",2.292
27115,"Pine County, Minnesota",2.308
27117,"Pipestone County, Minnesota",2.245
27119,"Polk County, Minnesota",2.386
27121,"Pope County, Minnesota",2.175
27123,"Ramsey County, Minnesota",2.449
27125,"Red Lake County, Minnesota",2.347
27127,"Redwood County, Minnesota",2.3
27129,"Renville County, Minnesota",2.253
27131,"Rice County, Minnesota",2.284
27133,"Rock County, Minnesota",2.245
27135,"Roseau County, Minnesota",2.292
27137,"St. Louis County, Minnesota",2.402
27139,"Scott County, Minnesota",2.37
27141,"Sherburne County, Minnesota",2.245
27143,"Sibley County, Minnesota",2.441
27145,"Stearns County, Minnesota",2.237
27147,"Steele County, Minnesota",2.097
27149,"Stevens County, Minnesota",2.081
27151,"Swift County, Minnesota",2.112
27153,"Todd County, Minnesota",2.417
27155,"Traverse County, Minnesota",2.245
27157,"Wabasha County, Minnesota",2.644
27159,"Wadena County, Minnesota",2.245
27161,"Waseca County, Minnesota",2.245
27163,"Washington County, Minnesota",2.339
27165,"Watonwan County, Minnesota",2.284
27167,"Wilkin County, Minnesota",2.331
27169,"Winona County, Minnesota",2.605
27171,"Wright County, Minnesota",2.464
27173,"Yellow Medicine County, Minnesota",2.308
28001,"Adams County, Mississippi",2.253
28003,"Alcorn County, Mississippi",2.433
28005,"Amite County, Mississippi",2.378
28007,"Attala County, Mississippi",2.386
28009,"Benton County, Mississippi",2.3
28011,"Bolivar County, Mississippi",2.37
28013,"Calhoun County, Mississippi",2.48
28015,"Carroll County, Mississippi",2.339
28017,"Chickasaw County, Mississippi",2.394
28019,"Choctaw County, Mississippi",2.496
28021,"Claiborne County, Mississippi",2.394
28023,"Clarke County, Mississippi",2.222
28025,"Clay County, Mississippi",2.425
28027,"Coahoma County, Mississippi",2.394
28029,"Copiah County, Mississippi",2.222
28031,"Covington County, Mississippi",2.245
28033,"DeSoto County, Mississippi",2.261
28035,"Forrest County, Mississippi",2.394
28037,"Franklin County, Mississippi",2.292
28039,"George County, Mississippi",2.308
28041,"Greene County, Mississippi",2.394
28043,"Grenada County, Mississippi",2.503
28045,"Hancock County, Mississippi",2.394
28047,"Harrison County, Mississippi",2.37
28049,"Hinds County, Mississippi",2.543
28051,"Holmes County, Mississippi",2.456
28053,"Humphreys County, Mississippi",2.339
28055,"Issaquena County, Mississippi",2.363
28057,"Itawamba County, Mississippi",2.363
28059,"Jackson County, Mississippi",2.456
28061,"Jasper County, Mississippi",2.198
28063,"Jefferson County, Mississippi",2.284
28065,"Jefferson Davis County, Mississippi",2.222
28067,"Jones County, Mississippi",2.245
28069,"Kemper County, Mississippi",2.355
28071,"Lafayette County, Mississippi",2.84
28073,"Lamar County, Mississippi",2.292
28075,"Lauderdale County, Mississippi",2.277
28077,"Lawrence County, Mississippi",2.214
28079,"Leake County, Mississippi",2.23
28081,"Lee County, Mississippi",2.355
28083,"Leflore County, Mississippi",2.316
28085,"Lincoln County, Mississippi",2.464
28087,"Lowndes County, Mississippi",2.41
28089,"Madison County, Mississippi",2.527
28091,"Marion County, Mississippi",2.261
28093,"Marshall County, Mississippi",2.198
28095,"Monroe County, Mississippi",2.363
28097,"Montgomery County, Mississippi",2.378
28099,"Neshoba County, Mississippi",2.347
28101,"Newton County, Mississippi",2.363
28103,"Noxubee County, Mississippi",2.441
28105,"Oktibbeha County, Mississippi",2.613
28107,"Panola County, Mississippi",2.456
28109,"Pearl River County, Mississippi",2.339
28111,"Perry County, Mississippi",2.277
28113,"Pike County, Mississippi",2.292
28115,"Pontotoc County, Mississippi",2.449
28117,"Prentiss County, Mississippi",2.284
28119,"Quitman County, Mississippi",2.355
28121,"Rankin County, Mississippi",2.378
28123,"Scott County, Mississippi",2.042
28125,"Sharkey County, Mississippi",2.363
28127,"Simpson County, Mississippi",2.198
28129,"Smith County, Mississippi",2.269
28131,"Stone County, Mississippi",2.441
28133,"Sunflower County, Mississippi",2.347
28135,"Tallahatchie County, Mississippi",2.363
28137,"Tate County, Mississippi",2.363
28139,"Tippah County, Mississippi",2.363
28141,"Tishomingo County, Mississippi",2.237
28143,"Tunica County, Mississippi",2.292
28145,"Union County, Mississippi",2.347
28147,"Walthall County, Mississippi",2.292
28149,"Warren County, Mississippi",2.417
28151,"Washington County, Mississippi",2.417
28153,"Wayne County, Mississippi",2.3
28155,"Webster County, Mississippi",2.464
28157,"Wilkinson County, Mississippi",2.323
